Taxon	18_DCM	23_DCM	25_DCM	30_DCM	32_DCM	34_DCM	36_DCM	38_DCM	39_DCM	41_DCM	42_DCM	52_DCM	64_DCM	65_DCM	66_DCM	68_DCM	72_DCM	76_DCM	109_DCM
AACY023938893	1.72525339659262e-05	0	3.09514474960279e-05	2.53400315483393e-05	3.9288408348001e-05	0	5.98981731057203e-05	9.96164765652239e-06	2.81167407074172e-05	0.000248925689131118	3.52795907567472e-05	9.2861048917137e-05	0.000396685199303322	0.000180298522839959	2.53742704897234e-05	1.78062678062678e-05	2.00364663687912e-05	1.4683856568089e-05	0.0005824111822947
AACY023939069	0.000146646538710373	3.76761359354985e-05	0.000701566143243299	0.000278740347031732	0.000605041488559215	0.00243842965130456	1.99660577019068e-05	0	1.40583703537086e-05	7.86081123571953e-05	0	1.03178943241263e-05	0.000123964124782288	0.000431428608224188	0.000101497081958894	0.000658831908831909	0.000140255264581538	0.000499251123315027	0
AACY024102418	0.00880741858960535	0.00661216185667998	0.00527206322349009	0.0129740961527497	0.0114564998742771	0.0040408262793047	0.00294499351103125	0.00754096727598745	0.0109936456166001	0.00552877056912273	0.0105133180455107	0.0155490667464584	0.0103386080068428	0.0100001287846592	0.00553159096675971	0.00366809116809117	0.00761385722014066	0.00474288567149276	0.0170064065230052
AAMQ01000012	0.000224282941557041	0.000131866475774245	7.22200441573984e-05	1.26700157741696e-05	0.000165011315061604	0.000627024767478315	9.98302885095338e-06	1.99232953130448e-05	9.84085924759602e-05	0.000641966250917095	1.76397953783736e-05	0.00061907365944758	6.1982062391144e-05	8.37100284614097e-05	0	0.000195868945868946	0.000260474062794286	0.000102786995976623	0.00011648223645894
AANC01000011	1.72525339659262e-05	5.65142039032477e-05	0.000103171491653426	4.43450552095937e-05	3.9288408348001e-05	0	0	4.98082382826119e-05	0	0.00010481081647626	0	1.03178943241263e-05	0	0.000347718579762779	0.000152245622938341	5.34188034188034e-05	6.01093991063736e-05	0.000249625561657514	0
AANO01000009	2.58788009488894e-05	5.65142039032477e-05	9.28543424880837e-05	0	0.000424314810158411	0.000539937994217438	0	0	1.40583703537086e-05	3.93040561785976e-05	8.81989768918681e-05	0.000226993675130779	2.47928249564576e-05	1.28784659171399e-05	0	1.78062678062678e-05	0.000100182331843956	0.000264309418225603	0.00023296447291788
AB176372	3.45050679318525e-05	1.88380679677492e-05	5.15857458267132e-05	1.26700157741696e-05	1.57153633392004e-05	0.000156756191869579	9.98302885095338e-06	9.96164765652239e-06	1.40583703537086e-05	3.93040561785976e-05	7.05591815134944e-05	2.06357886482527e-05	4.33874436738008e-05	2.57569318342799e-05	2.53742704897234e-05	3.56125356125356e-05	6.01093991063736e-05	4.40515697042671e-05	0
AB183568	8.62626698296312e-06	3.76761359354985e-05	0.000226977281637538	3.16750394354241e-05	3.9288408348001e-05	0	0	9.96164765652239e-06	0	1.31013520595325e-05	0	0.000144450520537769	6.1982062391144e-06	6.43923295856997e-06	0	0.000142450142450142	6.01093991063736e-05	8.81031394085343e-05	2.588494143532e-05
AB193879	0.000845374164330386	0.000828874990580966	0.000887274828219466	0.00175479718472249	0.000510749308524013	0.000313512383739158	0.000409304182889089	0.00020919460078697	0.000323342518135298	0.000497851378262237	0.00063503263362145	0.000763524179985349	0.000966920173301846	0.000605287898105578	0.000634356762243085	0.000587606837606838	0.000881604520226813	0.00101318610319814	0.00029767682650618
AB193901	0	0	0.000154757237480139	3.80100473225089e-05	7.8576816696002e-05	0.00130630159891316	2.99490865528601e-05	0	0	3.93040561785976e-05	0	0.000185722097834274	0.000130162331021402	0.000186737755798529	0.000126871352448617	0.000213675213675214	0.00122222444849626	0.000411147983906493	0
AB193903	8.62626698296312e-06	1.88380679677492e-05	8.25371933227411e-05	2.53400315483393e-05	5.50037716872014e-05	0.000627024767478315	0	0	0	0.000144114872654858	0.000141118363026989	9.2861048917137e-05	3.0991031195572e-05	6.43923295856997e-05	0.000177619893428064	0.000320512820512821	0.000320583461900659	4.40515697042671e-05	2.588494143532e-05
AB193916	0.000215656674574078	9.41903398387461e-05	0.000340465922456307	0.000240730299709223	0.000243588131757606	0.000766363604695719	0.000109813317360487	0.000109578124221746	5.62334814148344e-05	0.000497851378262237	0.000423355089080967	0.000340490512696169	0.000229333630847233	0.000392793210472769	0.000482111139304745	0.000480769230769231	0.000741349255645274	0.000396464127338404	6.47123535883e-05
AB193954	0	0.000113028407806495	4.12685966613705e-05	6.33500788708482e-05	0.000165011315061604	1.74173546521754e-05	9.98302885095338e-05	4.98082382826119e-05	9.84085924759602e-05	7.86081123571953e-05	7.05591815134944e-05	0.000216675780806653	0.000260324662042805	0.00010302772733712	0.000101497081958894	8.9031339031339e-05	8.01458654751648e-05	0.00014683856568089	3.882741215298e-05
AB193978	4.31313349148156e-05	0.000113028407806495	0.000103171491653426	0	0.0114643575559467	0.00215975197686975	0.000349406009783368	0.00193255964536534	0.00139177866501715	0.00203070956922754	0.00418063150467455	0.00366285248506485	0.0131711882581181	0.0121830287576144	0.00256280131946207	0.00233262108262108	0.0020437195696167	0.00318639687527532	0
AB199888	5.17576018977787e-05	7.53522718709969e-05	4.12685966613705e-05	1.26700157741696e-05	0	1.74173546521754e-05	4.99151442547669e-05	5.97698859391343e-05	4.21751110611258e-05	0	1.76397953783736e-05	1.03178943241263e-05	0.000204540805890775	0.000160980823964249	0.000329865516366404	0.00138888888888889	2.00364663687912e-05	0.000425831840474582	9.059729502362e-05
AB355033	0	3.76761359354985e-05	3.09514474960279e-05	6.9685086757933e-05	0.000110007543374403	0.000209008255826105	9.98302885095338e-06	0.000159386362504358	1.40583703537086e-05	1.31013520595325e-05	1.76397953783736e-05	0	6.1982062391144e-06	6.43923295856997e-06	0	3.56125356125356e-05	2.00364663687912e-05	1.4683856568089e-05	2.588494143532e-05
AB355061	1.72525339659262e-05	0.000131866475774245	6.19028949920558e-05	8.86901104191875e-05	1.57153633392004e-05	0	3.99321154038135e-05	4.98082382826119e-05	0.000182758814598212	0	5.29193861351208e-05	2.06357886482527e-05	3.0991031195572e-05	1.28784659171399e-05	0	1.78062678062678e-05	8.01458654751648e-05	0	2.588494143532e-05
AB600346	5.17576018977787e-05	1.88380679677492e-05	1.03171491653426e-05	0	7.8576816696002e-06	5.22520639565263e-05	0	1.99232953130448e-05	0	1.31013520595325e-05	3.52795907567472e-05	3.0953682972379e-05	6.1982062391144e-05	1.93176988757099e-05	0	0	2.00364663687912e-05	8.81031394085343e-05	1.294247071766e-05
AB610896	1.72525339659262e-05	0.000207218747645242	0.000123805789984112	1.26700157741696e-05	0.000204299723409605	0.000261260319782631	0.000289507836677648	0.00567813916421776	0.000913794072991059	2.62027041190651e-05	5.29193861351208e-05	0.000433351561613306	0.000148756949738746	0.000148102358047109	2.53742704897234e-05	0.00222578347578348	6.01093991063736e-05	0.000249625561657514	0.00029767682650618
AB722155	2.58788009488894e-05	0	2.06342983306853e-05	6.33500788708482e-06	5.50037716872014e-05	1.74173546521754e-05	9.98302885095338e-06	9.96164765652239e-06	1.40583703537086e-05	1.31013520595325e-05	1.76397953783736e-05	2.06357886482527e-05	3.0991031195572e-05	3.86353977514199e-05	0	3.56125356125356e-05	8.01458654751648e-05	0	2.588494143532e-05
AB758571	8.62626698296312e-06	0	2.06342983306853e-05	0	0	0	6.98812019566737e-05	9.96164765652239e-06	5.62334814148344e-05	1.31013520595325e-05	0	9.2861048917137e-05	1.23964124782288e-05	1.28784659171399e-05	2.53742704897234e-05	7.12250712250712e-05	0	1.4683856568089e-05	9.059729502362e-05
AEUE01000008	0.000103515203795557	9.41903398387461e-05	0.000144440088314797	0	0.000597183806889615	0.00259518584317414	0	1.99232953130448e-05	4.21751110611258e-05	5.24054082381302e-05	0.000229317339918857	0	0	0.000141663125088539	2.53742704897234e-05	0	0	0.000484567266746938	2.588494143532e-05
AF001653	0.000189777873625189	5.65142039032477e-05	7.22200441573984e-05	0.000196385244499629	0.000102149861704803	0.00019159090117393	0.000119796346211441	0.000189271305473925	0.000182758814598212	0.000353736505607379	0.000299876521432351	0.000144450520537769	7.43784748693728e-05	8.37100284614097e-05	0.000608982491753362	0.000142450142450142	0.000300546995531868	0.0020116883498282	2.588494143532e-05
AF098371	0.000560707353892603	0.00116796021400045	0.00786166766399109	0.000247065307596308	0.000652187578576817	0.00019159090117393	0	2.98849429695672e-05	1.40583703537086e-05	3.93040561785976e-05	0.000123478567648615	0.00327077250074805	8.67748873476016e-05	4.50746307099898e-05	5.07485409794468e-05	0.00197649572649573	0.00258470416157406	0.000851663680949164	0.00014236717789426
AF107209	8.62626698296312e-06	3.76761359354985e-05	4.12685966613705e-05	1.26700157741696e-05	1.57153633392004e-05	0	7.9864230807627e-05	4.98082382826119e-05	0.000140583703537086	0	0	2.06357886482527e-05	6.1982062391144e-06	1.93176988757099e-05	2.53742704897234e-05	0	0	1.4683856568089e-05	7.765482430596e-05
AF115271	0.000543454819926677	5.65142039032477e-05	0.000113488640818769	0.000266070331257562	0.000911491073673623	0.000156756191869579	1.99660577019068e-05	0.000328734372665239	0.000365517629196424	0.000393040561785976	0.000846710178161933	0.000588119976475201	0.000669406273824355	0.000160980823964249	0	0.000320512820512821	8.01458654751648e-05	0.000719508971836363	0.0005824111822947
AF172719	2.58788009488894e-05	1.88380679677492e-05	4.12685966613705e-05	1.26700157741696e-05	2.35730450088006e-05	3.48347093043509e-05	5.98981731057203e-05	3.98465906260896e-05	2.81167407074172e-05	0	0	1.03178943241263e-05	3.71892374346864e-05	8.37100284614097e-05	0.000177619893428064	0.00056980056980057	2.00364663687912e-05	0.000205573991953247	0.00010353976574128
AF257277	8.62626698296312e-06	7.53522718709969e-05	9.28543424880837e-05	0	0.000102149861704803	1.74173546521754e-05	4.99151442547669e-05	9.96164765652239e-06	4.21751110611258e-05	0.000196520280892988	0.000211677544540483	4.12715772965053e-05	0.000117765918543174	0.000180298522839959	0	0.000195868945868946	0.000120218798212747	0.000132154709112801	0
AF382127	0	0	2.06342983306853e-05	1.26700157741696e-05	0	0.00135855366286968	0	0.000637545450017433	2.81167407074172e-05	0.00149355413478671	0	7.22252602688843e-05	6.1982062391144e-06	0.000199616221715669	0.000177619893428064	0.000961538461538462	0.000801458654751648	0.00171801121846642	0
