"Var1"	"Var2"	"weight"
"2170"	"ph_367"	"AY869680"	0.84976558870828
"2171"	"ph_378"	"AY869680"	0.860160174886396
"2172"	"ph_3856"	"AY869680"	0.836020986390159
"2173"	"ph_388"	"AY869680"	0.835776813480168
"2174"	"ph_389"	"AY869680"	0.836434972913413
"2175"	"ph_414"	"AY869680"	0.836970003097364
"2176"	"ph_435"	"AY869680"	0.853569286580088
"2177"	"ph_441"	"AY869680"	0.846965605757305
"2178"	"ph_442"	"AY869680"	0.85694747399252
"2179"	"ph_451"	"AY869680"	0.866490444373981
"2180"	"ph_466"	"AY869680"	0.826116317558004
"2181"	"ph_469"	"AY869680"	0.853003120852625
"2182"	"ph_470"	"AY869680"	0.841585059298228
"2183"	"ph_48"	"AY869680"	0.842111330694283
"2184"	"ph_483"	"AY869680"	0.844162185126602
"2185"	"ph_514"	"AY869680"	0.846842069998697
"2186"	"ph_522"	"AY869680"	0.849223697726241
"2187"	"ph_524"	"AY869680"	0.839055750532906
"2188"	"ph_544"	"AY869680"	0.84815831615718
"2189"	"ph_561"	"AY869680"	0.840802783999384
"2190"	"ph_582"	"AY869680"	0.830654601129428
"2191"	"ph_59"	"AY869680"	0.824568261678186
"2192"	"ph_592"	"AY869680"	0.857493227807911
"2193"	"ph_614"	"AY869680"	0.845459309185009
"2194"	"ph_620"	"AY869680"	0.851108037853071
"2195"	"ph_669"	"AY869680"	0.848724619572291
"2196"	"ph_73"	"AY869680"	0.850954634903044
"2197"	"ph_7789"	"AY869680"	0.80583891751867
"2198"	"ph_82"	"AY869680"	0.843989517898567
"2199"	"ph_90"	"AY869680"	0.841242678867247
"2200"	"ph_396"	"AY869690"	0.80241274270328
"2201"	"ph_20075"	"AY907726"	0.837569568233789
"2202"	"ph_21720"	"AY907726"	0.800494172190162
"2203"	"ph_2470"	"AY907726"	0.802406345542547
"2204"	"ph_3542"	"AY907726"	0.823468182844
"2205"	"ph_6800"	"AY907726"	0.818494470205102
"2206"	"ph_1326"	"AY907792"	0.81025698941685
"2207"	"ph_13708"	"AY907792"	0.853403313730593
"2208"	"ph_1431"	"AY907792"	0.816920793869085
"2209"	"ph_15141"	"AY907792"	0.839564749837481
"2210"	"ph_15150"	"AY907792"	0.843424515574943
"2211"	"ph_15513"	"AY907792"	0.873943802348341
"2212"	"ph_15759"	"AY907792"	0.870598925360646
"2213"	"ph_16688"	"AY907792"	0.826067099785383
"2214"	"ph_16719"	"AY907792"	0.801535019873024
"2215"	"ph_1703"	"AY907792"	0.89897954049554
"2216"	"ph_1762"	"AY907792"	0.887775449441483
"2217"	"ph_1774"	"AY907792"	0.866983300658454
"2218"	"ph_18492"	"AY907792"	0.917427269460013
"2219"	"ph_1855"	"AY907792"	0.877414573543027
"2220"	"ph_1871"	"AY907792"	0.815902151553175
"2221"	"ph_18855"	"AY907792"	0.928722166734519
"2222"	"ph_193"	"AY907792"	0.928433456191654
"2223"	"ph_1943"	"AY907792"	0.835046208366971
"2224"	"ph_19612"	"AY907792"	0.899361336490646
"2225"	"ph_1968"	"AY907792"	0.845887518576829
"2226"	"ph_2017"	"AY907792"	0.882939130562983
"2227"	"ph_2071"	"AY907792"	0.864076349335339
"2228"	"ph_2143"	"AY907792"	0.838391454352951
"2229"	"ph_2243"	"AY907792"	0.847867377484303
"2230"	"ph_22655"	"AY907792"	0.81197097887821
"2231"	"ph_2333"	"AY907792"	0.887653403977076
"2232"	"ph_2360"	"AY907792"	0.876007123023955
"2233"	"ph_2418"	"AY907792"	0.8930658716461
"2234"	"ph_2433"	"AY907792"	0.875259275776468
"2235"	"ph_24577"	"AY907792"	0.899785652124623
"2236"	"ph_2488"	"AY907792"	0.838201151114081
"2237"	"ph_2757"	"AY907792"	0.833922082017058
"2238"	"ph_2778"	"AY907792"	0.851853377784791
"2239"	"ph_2844"	"AY907792"	0.867336579131305
"2240"	"ph_2846"	"AY907792"	0.890785193805098
"2241"	"ph_2850"	"AY907792"	0.853096430136367
"2242"	"ph_2855"	"AY907792"	0.851491939679319
"2243"	"ph_3024"	"AY907792"	0.828250466157258
"2244"	"ph_3157"	"AY907792"	0.89661188025594
"2245"	"ph_3183"	"AY907792"	0.850421690120588
"2246"	"ph_3280"	"AY907792"	0.864960169908102
"2247"	"ph_3287"	"AY907792"	0.902989770560778
"2248"	"ph_3447"	"AY907792"	0.864646463992738
"2249"	"ph_3504"	"AY907792"	0.829395196631953
"2250"	"ph_36155"	"AY907792"	0.912694289654624
"2251"	"ph_3621"	"AY907792"	0.86537081165685
"2252"	"ph_3677"	"AY907792"	0.89014468054212
"2253"	"ph_3681"	"AY907792"	0.907750527883705
"2254"	"ph_3684"	"AY907792"	0.888871892754505
"2255"	"ph_3817"	"AY907792"	0.877497253357614
"2256"	"ph_3890"	"AY907792"	0.823026732149749
"2257"	"ph_3914"	"AY907792"	0.834515571057294
"2258"	"ph_424"	"AY907792"	0.813334915054189
"2259"	"ph_4240"	"AY907792"	0.888207677662079
"2260"	"ph_4327"	"AY907792"	0.826833487101075
"2261"	"ph_4339"	"AY907792"	0.889195507984725
"2262"	"ph_452"	"AY907792"	0.860231784460949
"2263"	"ph_4530"	"AY907792"	0.815429270640077
"2264"	"ph_4784"	"AY907792"	0.869913721910751
"2265"	"ph_4805"	"AY907792"	0.876102078970606
"2266"	"ph_4927"	"AY907792"	0.858139357220069
"2267"	"ph_4929"	"AY907792"	0.826154707857992
"2268"	"ph_5108"	"AY907792"	0.856488259991901
"2269"	"ph_5249"	"AY907792"	0.84901258612034
"2270"	"ph_5341"	"AY907792"	0.845497062436101
"2271"	"ph_5346"	"AY907792"	0.858185569397601
"2272"	"ph_5606"	"AY907792"	0.845682752379265
"2273"	"ph_5609"	"AY907792"	0.90616794241752
"2274"	"ph_5981"	"AY907792"	0.861527648359164
"2275"	"ph_6235"	"AY907792"	0.850272346317257
"2276"	"ph_6357"	"AY907792"	0.900085748127594
"2277"	"ph_6384"	"AY907792"	0.888863782298093
"2278"	"ph_6655"	"AY907792"	0.831516875828626
"2279"	"ph_675"	"AY907792"	0.882151380474312
"2280"	"ph_6841"	"AY907792"	0.861173706835554
"2281"	"ph_7134"	"AY907792"	0.823667339972932
"2282"	"ph_7350"	"AY907792"	0.827456569804884
"2283"	"ph_741"	"AY907792"	0.887508092723949
"2284"	"ph_742"	"AY907792"	0.865644283055245
"2285"	"ph_7878"	"AY907792"	0.861657354547197
"2286"	"ph_8243"	"AY907792"	0.859001748426925
"2287"	"ph_841"	"AY907792"	0.832561389107921
"2288"	"ph_8462"	"AY907792"	0.829222061639064
"2289"	"ph_8477"	"AY907792"	0.869156587504047
"2290"	"ph_8869"	"AY907792"	0.88328878707787
"2291"	"ph_8888"	"AY907792"	0.830222483543766
"2292"	"ph_895"	"AY907792"	0.857892547719331
"2293"	"ph_913"	"AY907792"	0.858599915270399
"2294"	"ph_9606"	"AY907792"	0.875631483812798
"2295"	"ph_966"	"AY907792"	0.87533602296317
"2296"	"ph_9944"	"AY907792"	0.899651437909353
"2297"	"ph_1291"	"CR954199"	0.93789396488433
"2298"	"ph_1349"	"CR954199"	0.821234645718165
"2299"	"ph_1359"	"CR954199"	0.881768539550346
"2300"	"ph_1367"	"CR954199"	0.829504914322293
"2301"	"ph_1452"	"CR954199"	0.829955493977738
"2302"	"ph_1458"	"CR954199"	0.830807004878131
"2303"	"ph_1534"	"CR954199"	0.873418241706313
"2304"	"ph_1600"	"CR954199"	0.907393410229218
"2305"	"ph_1723"	"CR954199"	0.829106250743663
"2306"	"ph_1767"	"CR954199"	0.827617828151502
"2307"	"ph_1874"	"CR954199"	0.860921912023944
"2308"	"ph_1895"	"CR954199"	0.827112848418584
"2309"	"ph_1903"	"CR954199"	0.826476731939398
"2310"	"ph_2159"	"CR954199"	0.828727619183107
"2311"	"ph_2424"	"CR954199"	0.828177448221045
"2312"	"ph_2465"	"CR954199"	0.88153115990788
"2313"	"ph_2702"	"CR954199"	0.945229715277197
"2314"	"ph_3042"	"CR954199"	0.828088379175708
"2315"	"ph_3111"	"CR954199"	0.825823053680619
"2316"	"ph_5453"	"CR954199"	0.90167895999951
"2317"	"ph_5858"	"CR954199"	0.868501992330861
"2318"	"ph_5861"	"CR954199"	0.837755910354431
"2319"	"ph_7172"	"CR954199"	0.837680210797026
"2320"	"ph_7816"	"CR954199"	0.825364572881435
"2321"	"ph_784"	"CR954199"	0.829472800093848
"2322"	"ph_900"	"CR954199"	0.883367912707823
"2323"	"ph_908"	"CR954199"	0.862121789738177
"2324"	"ph_971"	"CR954199"	0.827121504691568
"2325"	"ph_15513"	"DQ009137"	0.831154610759354
"2326"	"ph_15759"	"DQ009137"	0.918307691862138
"2327"	"ph_16719"	"DQ009137"	0.923174016187279
"2328"	"ph_1703"	"DQ009137"	0.947009833487434
"2329"	"ph_1762"	"DQ009137"	0.94693186812649
"2330"	"ph_1774"	"DQ009137"	0.817776829059163
"2331"	"ph_18492"	"DQ009137"	0.912238724541471
"2332"	"ph_1855"	"DQ009137"	0.867493234099618
"2333"	"ph_18855"	"DQ009137"	0.934106885796667
"2334"	"ph_193"	"DQ009137"	0.83667735090203
"2335"	"ph_19612"	"DQ009137"	0.896227785228039
"2336"	"ph_2017"	"DQ009137"	0.861747006679072
"2337"	"ph_2071"	"DQ009137"	0.883411811676917
"2338"	"ph_2333"	"DQ009137"	0.898501769395598
"2339"	"ph_2360"	"DQ009137"	0.828193728146873
"2340"	"ph_2433"	"DQ009137"	0.826229504529904
"2341"	"ph_24577"	"DQ009137"	0.935308959275992
"2342"	"ph_2778"	"DQ009137"	0.816688504118729
"2343"	"ph_2844"	"DQ009137"	0.811359837877392
"2344"	"ph_2846"	"DQ009137"	0.877406178251637
"2345"	"ph_3287"	"DQ009137"	0.917313346044769
"2346"	"ph_3447"	"DQ009137"	0.873275820727418
"2347"	"ph_36155"	"DQ009137"	0.925523429997877
"2348"	"ph_3621"	"DQ009137"	0.816281667950049
"2349"	"ph_3681"	"DQ009137"	0.833415006586923
"2350"	"ph_3684"	"DQ009137"	0.907703145568693
"2351"	"ph_3817"	"DQ009137"	0.843697340689748
"2352"	"ph_4240"	"DQ009137"	0.882420847007173
"2353"	"ph_4339"	"DQ009137"	0.824426177316309
"2354"	"ph_4377"	"DQ009137"	0.906599907030204
"2355"	"ph_452"	"DQ009137"	0.816271556541733
"2356"	"ph_4784"	"DQ009137"	0.878629379651456
"2357"	"ph_4805"	"DQ009137"	0.806394184611998
"2358"	"ph_4927"	"DQ009137"	0.802995713712056
"2359"	"ph_5346"	"DQ009137"	0.82408029882027
"2360"	"ph_5609"	"DQ009137"	0.898996251824254
"2361"	"ph_5981"	"DQ009137"	0.889375391071888
"2362"	"ph_6357"	"DQ009137"	0.879671244839186
"2363"	"ph_6384"	"DQ009137"	0.903882405116276
"2364"	"ph_6841"	"DQ009137"	0.811948207084471
"2365"	"ph_741"	"DQ009137"	0.868888323482584
"2366"	"ph_742"	"DQ009137"	0.81347129553903
"2367"	"ph_7878"	"DQ009137"	0.805372217427404
"2368"	"ph_8243"	"DQ009137"	0.813310049757496
"2369"	"ph_841"	"DQ009137"	0.957765023708204
"2370"	"ph_8477"	"DQ009137"	0.802781680106641
"2371"	"ph_8869"	"DQ009137"	0.866358156696523
"2372"	"ph_913"	"DQ009137"	0.808680051580801
"2373"	"ph_9606"	"DQ009137"	0.83525435477541
"2374"	"ph_966"	"DQ009137"	0.913512474283161
"2375"	"ph_9944"	"DQ009137"	0.906303233933219
"2376"	"ph_1561"	"DQ009139"	0.88892733120438
"2377"	"ph_15726"	"DQ009139"	0.827251533600093
"2378"	"ph_1908"	"DQ009139"	0.895454154477183
"2379"	"ph_2346"	"DQ009139"	0.850947875420107
"2380"	"ph_2626"	"DQ009139"	0.832782441184487
"2381"	"ph_2916"	"DQ009139"	0.846187137043151
"2382"	"ph_2919"	"DQ009139"	0.898145132046199
"2383"	"ph_2921"	"DQ009139"	0.815308366710391
"2384"	"ph_3066"	"DQ009139"	0.846301896201795
"2385"	"ph_3067"	"DQ009139"	0.839755445055883
"2386"	"ph_3368"	"DQ009139"	0.815380715248522
"2387"	"ph_3530"	"DQ009139"	0.87125810284034
"2388"	"ph_4379"	"DQ009139"	0.903453436369345
"2389"	"ph_4384"	"DQ009139"	0.891928960205788
"2390"	"ph_5625"	"DQ009139"	0.868995460134365
"2391"	"ph_5631"	"DQ009139"	0.866787304332331
"2392"	"ph_5952"	"DQ009139"	0.822541243155611
"2393"	"ph_6011"	"DQ009139"	0.865147746150513
"2394"	"ph_6025"	"DQ009139"	0.812842401592626
"2395"	"ph_6874"	"DQ009139"	0.809328671597526
"2396"	"ph_8537"	"DQ009139"	0.837154177029571
"2397"	"ph_13136"	"DQ009141"	0.871327156983957
"2398"	"ph_1376"	"DQ009141"	0.929034369334983
"2399"	"ph_1561"	"DQ009141"	0.878444285346966
"2400"	"ph_1728"	"DQ009141"	0.920680472655355
"2401"	"ph_1908"	"DQ009141"	0.929771387062685
"2402"	"ph_2172"	"DQ009141"	0.87069383659475
"2403"	"ph_2346"	"DQ009141"	0.892590659667925
"2404"	"ph_2626"	"DQ009141"	0.851289180761158
"2405"	"ph_2739"	"DQ009141"	0.857687462421487
"2406"	"ph_2916"	"DQ009141"	0.936022542755374
"2407"	"ph_2919"	"DQ009141"	0.889093556841044
"2408"	"ph_3066"	"DQ009141"	0.832247803135394
"2409"	"ph_3067"	"DQ009141"	0.967135256169768
"2410"	"ph_3368"	"DQ009141"	0.943205354029501
"2411"	"ph_3373"	"DQ009141"	0.91853735090088
"2412"	"ph_3530"	"DQ009141"	0.914978933022093
"2413"	"ph_4160"	"DQ009141"	0.838767583752646
"2414"	"ph_4379"	"DQ009141"	0.948024195172325
"2415"	"ph_4381"	"DQ009141"	0.835828539572384
"2416"	"ph_4384"	"DQ009141"	0.948549905447234
"2417"	"ph_4647"	"DQ009141"	0.92718109510412
"2418"	"ph_5617"	"DQ009141"	0.821724550205218
"2419"	"ph_5625"	"DQ009141"	0.963179060754958
"2420"	"ph_5631"	"DQ009141"	0.840499835231181
"2421"	"ph_5635"	"DQ009141"	0.881142516180443
"2422"	"ph_5636"	"DQ009141"	0.874197597500713
"2423"	"ph_5639"	"DQ009141"	0.928136675168347
"2424"	"ph_5642"	"DQ009141"	0.839151845031253
"2425"	"ph_589"	"DQ009141"	0.84358276546293
"2426"	"ph_5952"	"DQ009141"	0.968630451046537
"2427"	"ph_6011"	"DQ009141"	0.837293428056377
"2428"	"ph_6025"	"DQ009141"	0.870930802212571
"2429"	"ph_6874"	"DQ009141"	0.811060126640116
"2430"	"ph_6892"	"DQ009141"	0.922721679403403
"2431"	"ph_8537"	"DQ009141"	0.955015058892887
"2432"	"ph_1374"	"DQ009161"	0.814115629987634
"2433"	"ph_2254"	"DQ009161"	0.814560576414586
"2434"	"ph_2911"	"DQ009161"	0.868630018541386
"2435"	"ph_318"	"DQ009161"	0.814748934050662
"2436"	"ph_509"	"DQ009161"	0.81362657232026
"2437"	"ph_1954"	"DQ009291"	0.850026229071996
"2438"	"ph_2028"	"DQ009291"	0.802040154662182
"2439"	"ph_2036"	"DQ009291"	0.811467327610932
"2440"	"ph_2517"	"DQ009291"	0.8150415028103
"2441"	"ph_2534"	"DQ009291"	0.833393054411405
"2442"	"ph_4745"	"DQ009291"	0.812095007307969
"2443"	"ph_5921"	"DQ009291"	0.814862561898185
"2444"	"ph_883"	"DQ009291"	0.846659793047483
"2445"	"ph_9890"	"DQ009291"	0.806507068460742
"2446"	"ph_1313"	"DQ009368"	0.832824540612146
"2447"	"ph_13136"	"DQ009368"	0.801545455154386
"2448"	"ph_2346"	"DQ009368"	0.836899553386558
"2449"	"ph_2775"	"DQ009368"	0.849697859003169
"2450"	"ph_3368"	"DQ009368"	0.821415308882929
"2451"	"ph_3530"	"DQ009368"	0.81825122739883
"2452"	"ph_5617"	"DQ009368"	0.829409605093575
"2453"	"ph_6025"	"DQ009368"	0.838574132356451
"2454"	"ph_646"	"DQ009368"	0.840949610158947
"2455"	"ph_159"	"DQ009427"	0.809196337531119
"2456"	"ph_181"	"DQ009427"	0.806991888553221
"2457"	"ph_1992"	"DQ009427"	0.861150209728539
"2458"	"ph_201"	"DQ009427"	0.811374159682041
"2459"	"ph_237"	"DQ009427"	0.804803992005739
"2460"	"ph_25"	"DQ009427"	0.91633418330259
"2461"	"ph_368"	"DQ009427"	0.800413193369941
"2462"	"ph_4118"	"DQ009427"	0.918299608114852
"2463"	"ph_83"	"DQ009427"	0.808073770534459
"2464"	"ph_87"	"DQ009427"	0.801194276139151
"2465"	"ph_88"	"DQ009427"	0.80055905291854
"2466"	"ph_91"	"DQ009427"	0.802638717874791
"2467"	"ph_1331"	"DQ009434"	0.8057062234711
"2468"	"ph_13890"	"DQ009434"	0.804787243297572
"2469"	"ph_16886"	"DQ009434"	0.839310201290711
"2470"	"ph_18374"	"DQ009434"	0.852448812618778
"2471"	"ph_20805"	"DQ009434"	0.839303178782978
"2472"	"ph_22883"	"DQ009434"	0.827966921706196
"2473"	"ph_2332"	"DQ009434"	0.819258314987592
"2474"	"ph_2373"	"DQ009434"	0.809303695902342
"2475"	"ph_25342"	"DQ009434"	0.837311423531369
"2476"	"ph_25951"	"DQ009434"	0.830070496168085
"2477"	"ph_27069"	"DQ009434"	0.826392357205477
"2478"	"ph_2725"	"DQ009434"	0.822718464246545
"2479"	"ph_27551"	"DQ009434"	0.833143701293262
"2480"	"ph_28133"	"DQ009434"	0.838775165175531
"2481"	"ph_28296"	"DQ009434"	0.84164496361144
"2482"	"ph_2840"	"DQ009434"	0.876660200054525
"2483"	"ph_3239"	"DQ009434"	0.822468750848817
"2484"	"ph_3267"	"DQ009434"	0.943687808914431
"2485"	"ph_38716"	"DQ009434"	0.835300964412113
"2486"	"ph_38717"	"DQ009434"	0.830023021663848
"2487"	"ph_38727"	"DQ009434"	0.8418234465394
"2488"	"ph_38739"	"DQ009434"	0.859060981712647
"2489"	"ph_38785"	"DQ009434"	0.828939610986835
"2490"	"ph_5088"	"DQ009434"	0.846841846110007
"2491"	"ph_5460"	"DQ009434"	0.812263069754386
"2492"	"ph_5879"	"DQ009434"	0.837495947263682
"2493"	"ph_6280"	"DQ009434"	0.807775232809827
"2494"	"ph_798"	"DQ009434"	0.821790883237758
"2495"	"ph_864"	"DQ009434"	0.849572096438417
"2496"	"ph_8679"	"DQ009434"	0.824278578189525
"2497"	"ph_8860"	"DQ009434"	0.852323494479338
"2498"	"ph_8962"	"DQ009434"	0.83631567799008
"2499"	"ph_8990"	"DQ009434"	0.805011820982609
"2500"	"ph_9726"	"DQ009434"	0.834690659610832
"2501"	"ph_9874"	"DQ009434"	0.82889476660508
"2502"	"ph_15039"	"DQ009458"	0.840856259259375
"2503"	"ph_1531"	"DQ009458"	0.826048485265892
"2504"	"ph_1648"	"DQ009458"	0.816050094168109
"2505"	"ph_16481"	"DQ009458"	0.843191121815886
"2506"	"ph_2008"	"DQ009458"	0.857789086160373
"2507"	"ph_2126"	"DQ009458"	0.839972046860393
"2508"	"ph_2140"	"DQ009458"	0.825729228185378
"2509"	"ph_2142"	"DQ009458"	0.830312872023912
"2510"	"ph_2286"	"DQ009458"	0.844880931695317
"2511"	"ph_2297"	"DQ009458"	0.829570180868109
"2512"	"ph_2485"	"DQ009458"	0.829980051017219
"2513"	"ph_3246"	"DQ009458"	0.852612126447277
"2514"	"ph_3256"	"DQ009458"	0.860508115569173
"2515"	"ph_33749"	"DQ009458"	0.841728647563567
"2516"	"ph_3929"	"DQ009458"	0.830110677501643
"2517"	"ph_4251"	"DQ009458"	0.842451368125037
"2518"	"ph_4252"	"DQ009458"	0.85071720806707
"2519"	"ph_5043"	"DQ009458"	0.844754729815847
"2520"	"ph_6178"	"DQ009458"	0.840157905883594
"2521"	"ph_6185"	"DQ009458"	0.843083872913742
"2522"	"ph_6616"	"DQ009458"	0.867457959713334
"2523"	"ph_6632"	"DQ009458"	0.850961417333634
"2524"	"ph_7043"	"DQ009458"	0.846088598577778
"2525"	"ph_8161"	"DQ009458"	0.843255230682155
"2526"	"ph_8165"	"DQ009458"	0.851364161755406
"2527"	"ph_8168"	"DQ009458"	0.841519571312265
"2528"	"ph_1561"	"DQ071172"	0.913442001228567
"2529"	"ph_1779"	"DQ071172"	0.873798689056558
"2530"	"ph_1908"	"DQ071172"	0.924031520463546
"2531"	"ph_2105"	"DQ071172"	0.894862133606481
"2532"	"ph_2172"	"DQ071172"	0.831007811254646
"2533"	"ph_2253"	"DQ071172"	0.919692687072106
"2534"	"ph_2626"	"DQ071172"	0.954438271043736
"2535"	"ph_2739"	"DQ071172"	0.921532378076321
"2536"	"ph_2919"	"DQ071172"	0.890255527240773
"2537"	"ph_2921"	"DQ071172"	0.889255992180119
"2538"	"ph_3059"	"DQ071172"	0.822984644236273
"2539"	"ph_3066"	"DQ071172"	0.933253248459076
"2540"	"ph_3067"	"DQ071172"	0.902254602397485
"2541"	"ph_3070"	"DQ071172"	0.834729258008107
"2542"	"ph_3360"	"DQ071172"	0.867080223076625
"2543"	"ph_4160"	"DQ071172"	0.825564021069988
"2544"	"ph_4379"	"DQ071172"	0.927790656932842
"2545"	"ph_4381"	"DQ071172"	0.902091373923213
"2546"	"ph_4384"	"DQ071172"	0.919352315400156
"2547"	"ph_4393"	"DQ071172"	0.865807145491206
"2548"	"ph_4647"	"DQ071172"	0.859272904470814
"2549"	"ph_4946"	"DQ071172"	0.843634402438713
"2550"	"ph_5265"	"DQ071172"	0.832819575018188
"2551"	"ph_5625"	"DQ071172"	0.93904365810394
"2552"	"ph_5633"	"DQ071172"	0.818125807140989
"2553"	"ph_5635"	"DQ071172"	0.832962937830986
"2554"	"ph_5636"	"DQ071172"	0.840208107202114
"2555"	"ph_5639"	"DQ071172"	0.837905128312794
"2556"	"ph_5642"	"DQ071172"	0.946355265334489
"2557"	"ph_5952"	"DQ071172"	0.915904180126673
"2558"	"ph_6011"	"DQ071172"	0.838495870580405
"2559"	"ph_6442"	"DQ071172"	0.826389734884433
"2560"	"ph_655"	"DQ071172"	0.869532814462021
"2561"	"ph_6874"	"DQ071172"	0.929126390953893
"2562"	"ph_7369"	"DQ071172"	0.824414863920409
"2563"	"ph_7371"	"DQ071172"	0.865039102326561
"2564"	"ph_7893"	"DQ071172"	0.811948520224069
"2565"	"ph_9222"	"DQ071172"	0.814766324713236
"2566"	"ph_9245"	"DQ071172"	0.87250233199481
"2567"	"ph_1359"	"DQ156396"	0.851153518628427
"2568"	"ph_2295"	"DQ156443"	0.810657117328818
"2569"	"ph_5861"	"DQ156443"	0.859643246577113
"2570"	"ph_7172"	"DQ156443"	0.857842328386262
"2571"	"ph_589"	"DQ156479"	0.805630656463138
"2572"	"ph_15039"	"DQ156480"	0.832806828330152
"2573"	"ph_16481"	"DQ156480"	0.834294099336039
"2574"	"ph_2008"	"DQ156480"	0.849446174759978
"2575"	"ph_2126"	"DQ156480"	0.847923069909947
"2576"	"ph_2286"	"DQ156480"	0.835886374265088
"2577"	"ph_3246"	"DQ156480"	0.847463596270582
"2578"	"ph_3256"	"DQ156480"	0.807739096084257
"2579"	"ph_33749"	"DQ156480"	0.835896566593128
"2580"	"ph_3929"	"DQ156480"	0.819374379919811
"2581"	"ph_4251"	"DQ156480"	0.85523143233804
"2582"	"ph_4252"	"DQ156480"	0.83119682279777
"2583"	"ph_5043"	"DQ156480"	0.838544433720728
"2584"	"ph_6178"	"DQ156480"	0.818598805313398
"2585"	"ph_6185"	"DQ156480"	0.833824109881508
"2586"	"ph_6616"	"DQ156480"	0.837484230465344
"2587"	"ph_6632"	"DQ156480"	0.831202199393415
"2588"	"ph_7043"	"DQ156480"	0.835041257205922
"2589"	"ph_8161"	"DQ156480"	0.834506842772305
"2590"	"ph_8165"	"DQ156480"	0.830581350601964
"2591"	"ph_8168"	"DQ156480"	0.831651883478451
"2592"	"ph_1313"	"DQ234124"	0.813066323900415
"2593"	"ph_13136"	"DQ234124"	0.890488251853321
"2594"	"ph_1376"	"DQ234124"	0.851410319276733
"2595"	"ph_14679"	"DQ234124"	0.810118673144237
"2596"	"ph_1469"	"DQ234124"	0.802944463471224
"2597"	"ph_1909"	"DQ234124"	0.800754806231924
"2598"	"ph_1918"	"DQ234124"	0.826476933841465
"2599"	"ph_2108"	"DQ234124"	0.835334998468175
"2600"	"ph_2346"	"DQ234124"	0.867685696455626
"2601"	"ph_2775"	"DQ234124"	0.866229007737413
"2602"	"ph_3201"	"DQ234124"	0.825213936613486
"2603"	"ph_3233"	"DQ234124"	0.851780936386327
"2604"	"ph_3368"	"DQ234124"	0.91783318355839
"2605"	"ph_3373"	"DQ234124"	0.806327343005795
"2606"	"ph_3530"	"DQ234124"	0.869895089470882
"2607"	"ph_3541"	"DQ234124"	0.849671744940822
"2608"	"ph_4384"	"DQ234124"	0.805518074423259
"2609"	"ph_5010"	"DQ234124"	0.831226662881425
"2610"	"ph_5287"	"DQ234124"	0.846700407285709
"2611"	"ph_5617"	"DQ234124"	0.878540509328453
"2612"	"ph_6025"	"DQ234124"	0.900145848162725
"2613"	"ph_6441"	"DQ234124"	0.816544383123606
"2614"	"ph_646"	"DQ234124"	0.805423708015311
"2615"	"ph_654"	"DQ234124"	0.874799648144454
"2616"	"ph_6892"	"DQ234124"	0.8028431860368
"2617"	"ph_8537"	"DQ234124"	0.865558799386492
"2618"	"ph_15039"	"DQ299279"	0.862328912596194
"2619"	"ph_1531"	"DQ299279"	0.800216716931985
"2620"	"ph_16481"	"DQ299279"	0.86498614431348
"2621"	"ph_2008"	"DQ299279"	0.888230118312061
"2622"	"ph_2126"	"DQ299279"	0.864001976234948
"2623"	"ph_2140"	"DQ299279"	0.80494067083865
"2624"	"ph_2142"	"DQ299279"	0.806779347347784
"2625"	"ph_2286"	"DQ299279"	0.86854503215143
"2626"	"ph_2297"	"DQ299279"	0.810111758295076
"2627"	"ph_2485"	"DQ299279"	0.811431240712452
"2628"	"ph_3246"	"DQ299279"	0.87846399176251
"2629"	"ph_3256"	"DQ299279"	0.847518007691233
"2630"	"ph_33749"	"DQ299279"	0.868046309455752
"2631"	"ph_3929"	"DQ299279"	0.846713267925503
"2632"	"ph_4251"	"DQ299279"	0.866434091894799
"2633"	"ph_4252"	"DQ299279"	0.86201014555459
"2634"	"ph_5043"	"DQ299279"	0.871597269298765
"2635"	"ph_6178"	"DQ299279"	0.850102600563666
"2636"	"ph_6185"	"DQ299279"	0.865987573731872
"2637"	"ph_6616"	"DQ299279"	0.867151479541864
"2638"	"ph_6632"	"DQ299279"	0.852033514299718
"2639"	"ph_7043"	"DQ299279"	0.866721952845045
"2640"	"ph_8161"	"DQ299279"	0.865647397150021
"2641"	"ph_8165"	"DQ299279"	0.860859786732867
"2642"	"ph_8168"	"DQ299279"	0.871587747504487
"2643"	"ph_7594"	"DQ299286"	0.818664435617584
"2644"	"ph_7816"	"DQ299286"	0.810675244634242
"2645"	"ph_784"	"DQ299286"	0.825606999359726
"2646"	"ph_1715"	"DQ300579"	0.800996223126348
"2647"	"ph_2524"	"DQ300579"	0.800525370857242
"2648"	"ph_674"	"DQ300579"	0.801056271427853
"2649"	"ph_815"	"DQ300579"	0.809108770502499
"2650"	"ph_161"	"DQ300608"	0.841507933773639
"2651"	"ph_182"	"DQ300608"	0.838929323212796
"2652"	"ph_188"	"DQ300608"	0.839154710289943
"2653"	"ph_209"	"DQ300608"	0.845552529688692
"2654"	"ph_222"	"DQ300608"	0.841036827263083
"2655"	"ph_2391"	"DQ300608"	0.862072051724951
"2656"	"ph_243"	"DQ300608"	0.840038904998187
"2657"	"ph_253"	"DQ300608"	0.831996227312681
"2658"	"ph_337"	"DQ300608"	0.839365428415515
"2659"	"ph_339"	"DQ300608"	0.845840052039695
